content_ko	content_en
세상에서 한 가지를 바꿀 수 있다면 무엇을 바꾸겠습니까?	If you could choose just one thing to change about the world, what would it be?
선물 포장이 중요합니까, 아니면 선물만 중요합니까?	Does it matter how a gift is wrapped or is it only the gift that matters?
젊었을 때 어떤 트렌드를 따랐나요?	What trends did you follow when you were younger?
삶을 얼마나 통제할 수 있나요?	How much control do you have over your life?
요즘 다시 유행하는 오래된 트렌드는 무엇인가요?	What old trend is coming back these days?
이상적인 세상에서 다음 해 당신의 삶은 어떻게 될까요?	In an ideal world, what would the next year in your life look like?
지금 살고 있는 곳에서 사랑하는 두 가지는 무엇인가요?	What are two things you love about where you live right now?
설명할 수 없고 아직도 설명할 수 없는 일이 있었나요?	Has anything ever happened to you that you could not, and still cannot, explain?
해외에서 1년을 보내야 한다면 어디로 가겠습니까?	If you had to spend a year abroad, where would you go?
과거, 현재, 미래 중 어느 쪽에 가장 연결되어 있다고 느끼나요?	Do you feel most connected to the past, present, or future?
매일 수천 명이 볼 수 있는 광고판에 어떤 메시지를 넣고 싶나요?	What message would you put on a billboard for thousands of people to see every day?
자녀가 있거나 자녀를 가질 계획이라면, 그들에게 전하고 싶은 교훈은 무엇인가요?	If you have or were to have children, what is one lesson you would like to share with them?
10년 전으로 돌아가 자신에게 한 가지를 말할 수 있다면 무엇을 말하겠습니까?	If you were to go back in time 10 years and tell yourself one thing, what would it be?
지난해 당신은 어떻게 변했나요?	How have you changed this past year?
지금까지 가장 좋아하는 나이는 몇 살이었나요? 왜 그렇죠?	What has been your favorite age so far? Why?
지난 10년 동안 영적 견해가 어떻게 변했나요?	How have you spiritual views changed in the last decade?
마지막으로 진정으로 감사함을 느꼈던 때는 언제였나요?	When was the last time you felt truly appreciated?
누군가에게 절대 갚을 수 없다고 느꼈던 순간이 있었나요? 언제였나요?	Has there ever been a time in your life when you felt you could never fully repay someone? When was it?
당신 인생에서 가장 감사한 사람은 누구인가요?	Who in your life are you most grateful for?
자신의 행동으로 인해 인생의 방향이 바뀐 순간이 있었나요? 무엇이었나요?	Was there ever a moment when your life changed course because of an action you took? What was it?
정의와 용서 중 무엇이 더 중요합니까?	What is more important to you: justice or forgiveness?
완전히 정직하지 않아도 되는 때는 언제인가요?	When is it okay to not be completely honest?
오늘 죽는다면 누군가에게 가장 후회할 일이 무엇일까요? 왜 아직 말하지 않았나요?	If you were to die today, what would you most regret not having told someone? Why haven't you told them yet?
농담으로는 절대 할 수 없는 일은 무엇인가요?	What, if anything, is too serious to be joked about?
후회한 적이 있나요?	Do you have any regrets?
목격한 가장 용감한 행동은 무엇인가요?	What is the greatest act of bravery you have witnessed?
지금 가지고 있는 비이성적인 두려움은 무엇인가요?	What irrational fears do you have now?
가장 많이 배운 실수는 무엇인가요?	What mistake have you learned the most from?
당신의 약점(혹은 가장 큰 약점)은 무엇인가요?	What is your kryptonite (or greatest weakness)?
어떤 사회적 문제가 당신을 가장 화나게 하나요?	What social issues fire you up?
버킷리스트에 아직 남아 있는 두 가지는 무엇인가요?	What are two things still on your bucket list?
오랫동안 꿈꾸어 왔지만 아직 하지 않은 일은 무엇인가요?	Is there something that you've dreamed of doing for a long time? Why haven't you done it?
성공이 보장된다면 어떤 경로를 선택하겠습니까?	If you could pick any career path and you were guaranteed to be successful, what would you choose?
당신의 인생을 형성한 것은 무엇을 읽고, 보고, 듣고 했나요?	What have you read, seen, or listened to that has shaped your life?
자기 인식이나 실패에 대한 걱정 없이 어떤 형태의 표현을 탐구하고 싶나요?	If you weren't self-conscious or worried about failing, what form of expression would you explore?
당신과 가장 닮은 책, 영화, TV 프로그램의 캐릭터는 누구인가요?	What character from a book, movie, or TV show is most similar to you?
어릴 때 했던 창의적인 활동은 무엇인가요? 왜 더 이상 하지 않나요?	What is something creative you did when you were younger that you no longer do? What don't you do it anymore?
죽을 뻔했던 순간은 언제인가요?	What is the closest you have ever come to dying?
극복하고 싶은 두려움은 무엇인가요?	What is one fear you would like to conquer?
마지막으로 완전히 새로운 것을 시도한 것은 언제인가요?	When was the last time you tried something totally new?
가장 큰 위험을 감수했던 순간은 언제인가요? 다시 기회가 주어진다면 다르게 할 것인가요?	What is the biggest risk you've taken? If you had another chance, would you do anything differently?
집이 불타고 모든 것을 잃었다고 가정합시다. 모든 사람과 애완동물은 안전하지만 하나의 아이템만 구할 수 있습니다. 무엇을 선택하겠습니까?	Your house and everything you own catches fire. All pets and people are safe, but you can save one item. What would you choose?
내세나 환생이 있다면, 이 삶의 어떤 기억을 가지고 가고 싶나요?	If there is an afterlife or reincarnation, what one memory from this life would you bring with you?
놓아버려야 할 것은 무엇인가요?	What are you holding on to that you need to let go of?
얼마나 자주 죄책감을 느끼며, 어떻게 대처하나요?	How often do you feel guilty and how do you deal with it?
기분이 나쁠 때 정말 도움이 되는 것은 무엇인가요?	What's one thing that really helps you when you're feeling down?
당신을 이상하게 만드는 것은 무엇인가요?	What makes you weird?
자신을 더 잘 돌보기 위해 할 수 있는 일은 무엇인가요?	What's one thing you could do to take better care of yourself?
미래의 자신이 지금 하고 있는 일에 감사할 것이라고 생각하나요?	What are you doing right now that your future self will thank you for?
마지막으로 친구를 용서한 것은 언제인가요?	When was the last time you forgave a friend?
관계를 자연스럽게 흘러가게 하는 것이 좋나요, 아니면 의도적으로 유지하는 것이 좋나요?	Is it better to let relationships ebb and flow in and out of our lives or intentionally try and maintain them?
어렸을 때 이상하게 생각했지만 이제는 감사하게 여기는 가족 전통은 무엇인가요?	What family tradition did you think was weird as a kid but you now appreciate?
어린 시절을 바꿀 수 있다면, 무엇을 바꾸겠습니까?	If you could change anything about your childhood, what would it be?
어떻게 사랑에 빠졌는지 알 수 있었나요?	How did you (or will you) know you are in love?
어떻게 기억되고 싶나요?	How do you want to be remembered?
가장 나쁜 습관은 무엇인가요?	What are your worst habits?
5년 후에 죽는다는 것을 알았다면, 지금의 삶에서 무엇을 바꾸겠습니까? 왜 그렇죠?	If you knew that you would die in five years, what would you change about the way you live now? Why?
수정 구슬이 당신의 인생, 세계 또는 다른 것에 대한 진실을 알려줄 수 있다면, 무엇을 알고 싶나요?	If a crystal ball could tell you the truth about your life, the world, or anything else, what would you want to know?
훌륭한 하루를 보내기 위해 어떤 일을 하나요?	What is one thing you do that sets you up for a great day?
